1,0,1612.77,557.70,47.31,122.59,-1,-1,-1,-1
1,1,121.61,693.00,45.44,132.67,-1,-1,-1,-1
1,2,1483.79,519.38,25.93,75.92,-1,-1,-1,-1
1,3,1432.12,445.50,56.84,129.90,-1,-1,-1,-1
1,4,1526.86,566.07,43.12,114.23,-1,-1,-1,-1
1,5,1361.34,512.29,42.31,100.43,-1,-1,-1,-1
1,6,499.65,542.57,38.32,105.87,-1,-1,-1,-1
1,9,187.40,567.22,57.30,168.61,-1,-1,-1,-1
2,0,1614.85,555.98,51.03,130.07,-1,-1,-1,-1
2,1,109.54,685.57,45.16,128.75,-1,-1,-1,-1
2,2,1489.26,519.23,25.58,75.39,-1,-1,-1,-1
2,3,1434.86,447.04,55.44,124.74,-1,-1,-1,-1
2,4,1532.83,565.62,41.58,113.81,-1,-1,-1,-1
2,5,1368.73,508.98,42.35,107.11,-1,-1,-1,-1
2,6,499.07,533.16,35.06,99.05,-1,-1,-1,-1
2,9,176.75,556.07,57.58,169.71,-1,-1,-1,-1
3,0,1627.62,552.27,47.23,123.94,-1,-1,-1,-1
3,1,101.01,708.32,46.99,134.02,-1,-1,-1,-1
3,2,1494.26,514.46,25.91,76.01,-1,-1,-1,-1
3,4,1538.47,557.27,41.86,115.07,-1,-1,-1,-1
3,5,1373.56,514.21,40.36,104.51,-1,-1,-1,-1
3,6,502.83,549.03,32.13,93.46,-1,-1,-1,-1
3,9,166.80,571.19,61.96,181.78,-1,-1,-1,-1
4,0,1634.75,551.82,51.94,130.67,-1,-1,-1,-1
4,1,58.34,530.12,98.88,300.11,-1,-1,-1,-1
4,2,1501.50,513.07,25.08,73.56,-1,-1,-1,-1
4,4,1546.14,559.03,42.61,119.11,-1,-1,-1,-1
4,5,1379.28,505.97,42.91,114.36,-1,-1,-1,-1
4,6,500.96,546.81,33.79,98.54,-1,-1,-1,-1
4,7,263.04,601.87,50.73,149.31,-1,-1,-1,-1
4,9,155.40,572.99,63.11,185.11,-1,-1,-1,-1
5,0,1643.04,562.85,48.67,126.12,-1,-1,-1,-1
5,1,71.12,701.38,43.84,129.61,-1,-1,-1,-1
5,2,1505.41,516.03,27.09,79.04,-1,-1,-1,-1
5,3,1447.84,442.31,55.16,134.81,-1,-1,-1,-1
5,4,1553.53,568.67,41.18,116.74,-1,-1,-1,-1
5,5,1381.76,511.34,42.03,115.11,-1,-1,-1,-1
5,6,496.05,542.14,33.32,98.39,-1,-1,-1,-1
5,7,244.11,587.72,51.77,157.09,-1,-1,-1,-1
5,9,144.31,565.00,63.07,185.17,-1,-1,-1,-1
6,0,1651.66,573.59,48.11,126.36,-1,-1,-1,-1
6,1,61.11,720.97,45.04,131.44,-1,-1,-1,-1
6,2,1509.72,525.83,26.82,78.13,-1,-1,-1,-1
6,3,1452.31,453.66,55.96,136.45,-1,-1,-1,-1
6,4,1562.39,577.94,42.58,119.86,-1,-1,-1,-1
6,6,494.79,549.33,34.57,102.23,-1,-1,-1,-1
6,7,235.65,585.37,57.63,175.91,-1,-1,-1,-1
6,9,141.94,572.65,61.09,179.32,-1,-1,-1,-1
7,0,1653.62,567.04,52.97,138.31,-1,-1,-1,-1
7,1,48.23,721.23,48.79,140.59,-1,-1,-1,-1
7,3,1453.56,441.20,56.87,138.59,-1,-1,-1,-1
7,4,1568.52,579.85,42.29,120.99,-1,-1,-1,-1
7,6,493.60,544.57,35.90,107.20,-1,-1,-1,-1
7,7,233.02,600.25,54.79,166.74,-1,-1,-1,-1
7,9,132.81,573.77,62.26,182.44,-1,-1,-1,-1
7,2,1512.45,527.22,28.21,79.14,-1,-1,-1,-1
8,0,1659.72,575.89,55.42,140.69,-1,-1,-1,-1
8,1,30.75,732.65,47.73,135.76,-1,-1,-1,-1
8,2,1515.47,528.12,28.72,82.25,-1,-1,-1,-1
8,3,1453.05,432.93,63.69,152.67,-1,-1,-1,-1
8,4,1579.28,586.48,42.28,121.84,-1,-1,-1,-1
8,5,1391.69,530.55,39.26,107.08,-1,-1,-1,-1
8,6,493.83,546.04,36.70,110.56,-1,-1,-1,-1
8,9,122.11,582.01,62.67,183.33,-1,-1,-1,-1
8,7,223.31,596.41,56.58,174.79,-1,-1,-1,-1
9,0,1667.02,583.18,56.87,141.74,-1,-1,-1,-1
9,1,13.39,735.36,47.94,134.27,-1,-1,-1,-1
9,2,1520.05,535.69,26.53,76.62,-1,-1,-1,-1
9,3,1452.63,447.29,60.44,144.13,-1,-1,-1,-1
9,4,1585.33,592.27,41.60,121.29,-1,-1,-1,-1
9,5,1396.63,530.73,41.60,114.82,-1,-1,-1,-1
9,6,491.78,548.26,30.96,98.89,-1,-1,-1,-1
9,7,215.99,604.35,52.08,162.96,-1,-1,-1,-1
9,9,111.48,577.00,62.58,183.70,-1,-1,-1,-1
10,0,1674.72,595.74,57.78,142.69,-1,-1,-1,-1
10,1,-2.92,726.38,49.60,137.86,-1,-1,-1,-1
10,2,1522.73,558.56,23.98,69.92,-1,-1,-1,-1
10,3,1459.67,462.49,60.07,143.80,-1,-1,-1,-1
10,4,1589.40,601.16,42.09,123.89,-1,-1,-1,-1
10,5,1396.76,540.22,41.87,113.09,-1,-1,-1,-1
10,6,486.84,540.19,34.67,108.58,-1,-1,-1,-1
10,7,205.88,595.11,51.74,160.30,-1,-1,-1,-1
10,9,100.37,567.30,62.48,183.93,-1,-1,-1,-1
11,0,1682.36,589.74,59.36,143.22,-1,-1,-1,-1
11,4,1594.15,596.89,41.72,123.25,-1,-1,-1,-1
11,5,1398.25,532.90,40.87,111.24,-1,-1,-1,-1
11,6,486.48,546.06,35.35,110.83,-1,-1,-1,-1
11,7,194.60,579.14,61.70,189.53,-1,-1,-1,-1
11,9,88.79,578.81,62.72,184.43,-1,-1,-1,-1
12,0,1691.19,591.65,58.85,143.20,-1,-1,-1,-1
12,4,1601.10,595.59,44.15,127.95,-1,-1,-1,-1
12,5,1403.69,532.30,41.20,112.59,-1,-1,-1,-1
12,6,480.82,546.89,39.67,119.18,-1,-1,-1,-1
12,7,182.87,575.37,64.12,196.28,-1,-1,-1,-1
12,8,1479.56,517.23,29.63,83.93,-1,-1,-1,-1
12,10,525.13,554.60,35.88,104.09,-1,-1,-1,-1
12,9,70.27,570.29,70.70,198.61,-1,-1,-1,-1
13,0,1697.71,592.94,59.06,144.39,-1,-1,-1,-1
13,4,1607.59,599.77,43.04,124.96,-1,-1,-1,-1
13,5,1405.28,529.59,40.44,110.23,-1,-1,-1,-1
13,6,479.47,536.68,38.48,115.89,-1,-1,-1,-1
13,7,169.33,563.73,65.59,199.31,-1,-1,-1,-1
13,8,1484.72,521.95,28.49,81.00,-1,-1,-1,-1
13,9,58.60,568.99,65.33,188.19,-1,-1,-1,-1
13,10,521.54,532.07,38.77,111.53,-1,-1,-1,-1
14,0,1705.27,589.27,57.68,144.60,-1,-1,-1,-1
14,4,1612.90,596.47,43.32,125.20,-1,-1,-1,-1
14,5,1408.64,528.19,39.00,108.23,-1,-1,-1,-1
14,6,478.13,536.76,38.59,118.68,-1,-1,-1,-1
14,7,162.84,566.75,70.24,210.46,-1,-1,-1,-1
14,8,1487.84,523.32,26.21,74.72,-1,-1,-1,-1
