3,1,680,197,30,109,-1,-1,-1
3,2,729,210,38,84,-1,-1,-1
3,3,228,212,33,88,-1,-1,-1
3,4,353,208,30,89,-1,-1,-1
3,5,339,208,27,91,-1,-1,-1
3,6,582,205,17,52,-1,-1,-1
3,7,310,209,22,83,-1,-1,-1
3,8,607,206,17,52,-1,-1,-1
3,9,549,207,15,40,-1,-1,-1
3,10,285,208,39,89,-1,-1,-1
3,11,399,212,10,31,-1,-1,-1
3,14,478,198,20,62,-1,-1,-1
3,15,792,210,16,52,-1,-1,-1
4,1,679,195,31,112,-1,-1,-1
4,2,727,210,38,83,-1,-1,-1
4,3,225,212,33,88,-1,-1,-1
4,4,348,207,30,89,-1,-1,-1
4,5,332,207,27,92,-1,-1,-1
4,6,578,207,16,49,-1,-1,-1
4,7,308,211,20,76,-1,-1,-1
4,8,604,207,16,51,-1,-1,-1
4,9,547,208,15,41,-1,-1,-1
4,10,279,210,38,87,-1,-1,-1
4,11,395,212,10,31,-1,-1,-1
4,14,475,200,19,60,-1,-1,-1
4,15,791,211,16,51,-1,-1,-1
4,17,266,214,27,86,-1,-1,-1
5,1,678,199,31,113,-1,-1,-1
5,2,720,212,38,84,-1,-1,-1
5,3,219,214,33,88,-1,-1,-1
5,4,341,209,30,90,-1,-1,-1
5,5,326,207,28,95,-1,-1,-1
5,6,574,209,16,49,-1,-1,-1
5,7,302,210,22,85,-1,-1,-1
5,8,599,207,16,50,-1,-1,-1
5,9,543,209,15,40,-1,-1,-1
5,10,275,210,38,89,-1,-1,-1
5,11,390,212,11,33,-1,-1,-1
5,14,469,200,19,60,-1,-1,-1
5,15,787,214,15,49,-1,-1,-1
5,17,260,214,27,87,-1,-1,-1
6,1,678,201,31,113,-1,-1,-1
6,2,718,213,38,84,-1,-1,-1
6,3,216,215,33,87,-1,-1,-1
6,4,338,210,30,90,-1,-1,-1
6,5,324,208,28,95,-1,-1,-1
6,6,572,210,16,50,-1,-1,-1
6,7,300,210,24,90,-1,-1,-1
6,8,595,207,17,51,-1,-1,-1
6,9,542,210,15,39,-1,-1,-1
6,10,272,210,38,89,-1,-1,-1
6,11,387,212,11,33,-1,-1,-1
6,14,468,202,19,59,-1,-1,-1
6,15,785,215,15,48,-1,-1,-1
6,17,258,215,27,86,-1,-1,-1
7,1,678,202,31,113,-1,-1,-1
7,2,716,214,37,83,-1,-1,-1
7,3,213,216,34,89,-1,-1,-1
7,4,338,212,29,87,-1,-1,-1
7,5,323,211,28,92,-1,-1,-1
7,6,569,211,16,50,-1,-1,-1
7,7,297,210,24,92,-1,-1,-1
7,8,591,208,18,52,-1,-1,-1
7,9,539,211,15,39,-1,-1,-1
7,10,271,210,37,90,-1,-1,-1
7,14,465,202,18,58,-1,-1,-1
7,15,783,216,15,48,-1,-1,-1
7,17,256,216,26,85,-1,-1,-1
8,1,678,203,31,113,-1,-1,-1
8,2,714,215,37,83,-1,-1,-1
8,3,211,217,34,89,-1,-1,-1
8,4,334,212,30,91,-1,-1,-1
8,5,318,212,29,97,-1,-1,-1
8,6,568,214,16,49,-1,-1,-1
8,7,297,211,24,89,-1,-1,-1
8,8,590,210,18,53,-1,-1,-1
8,9,538,212,15,40,-1,-1,-1
8,10,274,213,37,88,-1,-1,-1
8,11,385,216,10,32,-1,-1,-1
8,14,464,204,19,61,-1,-1,-1
8,15,782,217,16,50,-1,-1,-1
8,17,254,217,27,85,-1,-1,-1
9,1,679,202,32,116,-1,-1,-1
9,2,712,214,37,84,-1,-1,-1
9,3,210,217,34,89,-1,-1,-1
9,4,332,211,30,93,-1,-1,-1
9,5,317,211,30,98,-1,-1,-1
9,6,567,215,16,50,-1,-1,-1
9,7,296,210,24,90,-1,-1,-1
9,8,590,211,18,54,-1,-1,-1
9,9,538,213,15,40,-1,-1,-1
9,10,271,211,37,90,-1,-1,-1
9,11,385,217,10,32,-1,-1,-1
9,14,464,200,20,63,-1,-1,-1
9,15,780,218,16,50,-1,-1,-1
9,17,253,216,27,86,-1,-1,-1
10,1,680,203,32,115,-1,-1,-1
10,2,711,213,37,86,-1,-1,-1
10,3,208,216,34,90,-1,-1,-1
10,4,328,211,31,94,-1,-1,-1
10,5,318,210,30,98,-1,-1,-1
10,6,566,214,16,50,-1,-1,-1
10,7,295,210,25,92,-1,-1,-1
10,8,590,211,18,53,-1,-1,-1
10,9,538,213,15,41,-1,-1,-1
10,10,268,216,35,87,-1,-1,-1
10,11,385,217,10,31,-1,-1,-1
10,14,462,200,20,64,-1,-1,-1
10,17,252,217,27,86,-1,-1,-1
10,22,407,215,14,38,-1,-1,-1
11,1,682,204,32,113,-1,-1,-1
11,2,710,214,37,88,-1,-1,-1
11,3,207,216,34,90,-1,-1,-1
11,5,318,211,31,97,-1,-1,-1
11,6,565,215,16,50,-1,-1,-1
11,7,294,210,25,93,-1,-1,-1
11,8,589,211,18,52,-1,-1,-1
11,9,537,213,15,41,-1,-1,-1
11,10,267,216,35,88,-1,-1,-1
11,11,383,218,10,31,-1,-1,-1
11,17,251,218,27,86,-1,-1,-1
11,22,407,216,14,37,-1,-1,-1
12,1,683,203,32,113,-1,-1,-1
12,2,711,214,35,84,-1,-1,-1
12,3,206,217,33,89,-1,-1,-1
