0,9,82,green-carnival.png,600,261
1,33,163,green-carnival.png,600,261
2,79,255,green-carnival.png,600,261
14,524,255,green-carnival.png,600,261
15,565,164,green-carnival.png,600,261
16,589,80,green-carnival.png,600,261
19,140,5,green-carnival.png,600,261
24,463,5,green-carnival.png,600,261
36,98,109,green-carnival.png,600,261
37,130,86,green-carnival.png,600,261
38,178,88,green-carnival.png,600,261
39,215,114,green-carnival.png,600,261
40,178,131,green-carnival.png,600,261
41,134,129,green-carnival.png,600,261
42,385,115,green-carnival.png,600,261
43,420,88,green-carnival.png,600,261
44,469,85,green-carnival.png,600,261
45,504,109,green-carnival.png,600,261
46,474,129,green-carnival.png,600,261
47,425,129,green-carnival.png,600,261
68,4,2,green-carnival.png,600,261
74,597,2,green-carnival.png,600,261
