0,0,75,anime.png,172,234
1,1,122,anime.png,172,234
2,9,163,anime.png,172,234
3,26,193,anime.png,172,234
4,38,206,anime.png,172,234
5,50,217,anime.png,172,234
6,63,224,anime.png,172,234
7,74,231,anime.png,172,234
8,89,233,anime.png,172,234
9,102,231,anime.png,172,234
10,113,224,anime.png,172,234
11,126,216,anime.png,172,234
12,139,204,anime.png,172,234
13,149,192,anime.png,172,234
14,163,163,anime.png,172,234
15,170,122,anime.png,172,234
16,171,75,anime.png,172,234
17,18,58,anime.png,172,234
18,29,52,anime.png,172,234
19,43,48,anime.png,172,234
20,54,54,anime.png,172,234
21,63,64,anime.png,172,234
22,100,64,anime.png,172,234
23,112,55,anime.png,172,234
24,125,48,anime.png,172,234
25,139,50,anime.png,172,234
26,153,58,anime.png,172,234
27,83,84,anime.png,172,234
28,84,100,anime.png,172,234
29,84,114,anime.png,172,234
30,85,128,anime.png,172,234
31,66,139,anime.png,172,234
32,76,143,anime.png,172,234
33,86,146,anime.png,172,234
34,97,142,anime.png,172,234
35,106,138,anime.png,172,234
36,16,87,anime.png,172,234
37,26,78,anime.png,172,234
38,41,77,anime.png,172,234
39,55,89,anime.png,172,234
40,42,92,anime.png,172,234
41,26,91,anime.png,172,234
42,114,86,anime.png,172,234
43,123,75,anime.png,172,234
44,141,71,anime.png,172,234
45,153,82,anime.png,172,234
46,141,86,anime.png,172,234
47,126,89,anime.png,172,234
48,41,179,anime.png,172,234
49,56,176,anime.png,172,234
50,71,174,anime.png,172,234
51,85,172,anime.png,172,234
52,103,173,anime.png,172,234
53,116,175,anime.png,172,234
54,131,179,anime.png,172,234
55,117,190,anime.png,172,234
56,104,195,anime.png,172,234
57,87,199,anime.png,172,234
58,71,197,anime.png,172,234
59,55,191,anime.png,172,234
60,62,185,anime.png,172,234
61,74,182,anime.png,172,234
62,87,181,anime.png,172,234
63,99,181,anime.png,172,234
64,111,184,anime.png,172,234
65,99,190,anime.png,172,234
66,87,192,anime.png,172,234
67,76,190,anime.png,172,234
68,3,57,anime.png,172,234
69,18,28,anime.png,172,234
70,47,9,anime.png,172,234
71,84,1,anime.png,172,234
72,122,7,anime.png,172,234
73,150,26,anime.png,172,234
74,167,56,anime.png,172,234
