epoch,acc,loss,val_acc,val_loss
0,0.32097948376688695,1.7987589338172993,0.3870158812280783,1.7158811258286546
1,0.40920965549834465,1.5766163443426149,0.42128726678718,1.538445751691602
2,0.4559894109881781,1.4566061673457855,0.46865422025169295,1.4459898548642385
3,0.47984952450820056,1.3810599795943779,0.5002786302074944,1.333018804026633
4,0.5010623845869215,1.3320589676484313,0.49414878776392984,1.3770384001977665
5,0.5169807377373637,1.2916905605422195,0.5280022278581697,1.2990173983205224
6,0.526873105984255,1.2615752599926062,0.5289774288221732,1.2410213114674558
7,0.5339788916409213,1.2382902165117622,0.5392867065582079,1.2255001252459496
8,0.5428959560052135,1.2129029733907375,0.5551685697024631,1.1868771535834086
9,0.5560625587421059,1.1934970757144843,0.5433268279758925,1.1983371097402475
10,0.5528928210499552,1.1800001733475558,0.5431875125649049,1.2110869657133043
11,0.5607300846050757,1.1705775063398876,0.5682641355340013,1.148421234076785
12,0.5664774112481509,1.152643151997299,0.5664530499387033,1.1787431682508016
13,0.5744888362306019,1.1394515044990057,0.5565617132125441,1.1680385163149882
14,0.5733393709331293,1.135658630964678,0.5660351038593607,1.1673812088892632
15,0.5804799888723551,1.1183720887768227,0.5470883217976266,1.2511969509812975
16,0.5826744226383073,1.1126494417245694,0.5370576747299469,1.2161556915524079
17,0.5857396635097697,1.107407929398281,0.5717470014525443,1.1346156222304118
18,0.5892577240545053,1.0944163645109815,0.5692393395704093,1.1597170439577593
19,0.590999338170022,1.0926472794329045,0.5794093012809753,1.1256280784139927
20,0.5975129750294057,1.081898062442337,0.5879074938825726,1.1019919290370548
21,0.5931241074061501,1.079794839767292,0.5833101080557734,1.1127370002957964
22,0.602459159173613,1.0695940765153111,0.6008637469146669,1.0841055039278011
23,0.6040962764539084,1.061606346965023,0.6058790708325573,1.0688819507348168
24,0.603260301610196,1.0622622094070813,0.5929228159570202,1.1003959142055708
25,0.6088334668467024,1.0499065798973024,0.597938141564733,1.0787211035944753
26,0.6109582360973635,1.0505437137602331,0.589439950499338,1.09277700917008
27,0.6101919258457602,1.0446132099604781,0.5964056809538418,1.1291163016840355
28,0.608136821210046,1.043819306067752,0.5938980173818844,1.1057925970898461
29,0.6139538124037069,1.0325690849168934,0.5948732197284698,1.0866243157190145
30,0.6144414643678443,1.0347790760764584,0.5847032569425622,1.1345488284666514
31,0.6133616635669772,1.0297364530454065,0.5693786534451947,1.1735219187343244
32,0.6182730154348535,1.0217099782960402,0.5823349073990104,1.1496458600476844
33,0.6199101327089204,1.018614746563495,0.6079687898613743,1.0554445066402869
34,0.622870876753466,1.0089207228799073,0.5966843105468553,1.1027693364423574
35,0.6230102058359521,1.012371110583536,0.5940373337145933,1.1391564622982262
36,0.6231495350222465,1.0075129815983113,0.5976595110499981,1.0916418067573272
37,0.6233585287030702,1.010855798813246,0.5767623232197516,1.1415108685026463
38,0.6281305514137184,1.0005981499027061,0.6114516548581959,1.066378660115999
39,0.6281305513576619,0.9978226125894318,0.587350232853103,1.1138753801891483
40,0.6286878678786135,0.9928908257894853,0.6081081045042608,1.0752232400412411
41,0.631474450512438,0.9900672910828763,0.6166062912682897,1.0380150580529086
42,0.6328677417857507,0.9893171548274514,0.6189746409654617,1.0315605140838426
43,0.6325890835667982,0.9860596834062355,0.6111730248043218,1.0635194815311235
44,0.6382667456385259,0.9807656048698615,0.6058790714470381,1.0579542950871064
45,0.6335992197755561,0.9781242688873386,0.6069935867466878,1.0645811791272508
46,0.6385105715686905,0.9726160735544845,0.6118695981723746,1.0567619376575823
47,0.6380925841904338,0.9776593909591977,0.6248258536623925,1.049079206493712
48,0.6401476888552143,0.9683853991311763,0.6128448000580994,1.0456282210718726
49,0.6399386951806192,0.9696348345434576,0.6068542730255225,1.0632686811624115
50,0.6393813786658961,0.9699245012434736,0.6108943959794093,1.0687746430180736
51,0.6467309902859455,0.9615568358711557,0.5958484234576372,1.0963740517798157
52,0.6405308440111204,0.9628001159334254,0.6168849223975054,1.043986249830305
53,0.6369431188597425,0.9689844108108708,0.6188353275515369,1.0359424186736037
54,0.6440837368114253,0.9590266587579839,0.6056004410859236,1.056897921046031
55,0.6473579713657875,0.9543884549109705,0.6135413712754691,1.0900645246825267
56,0.6472534745181091,0.9517689410901633,0.6209250453513923,1.0292176976031864
57,0.6489254240456692,0.9477863437064186,0.6125661703114657,1.0639883335103695
58,0.6479501201340039,0.950245924051862,0.6186960098362461,1.0509065199144108
59,0.6477062941976108,0.9490455772407609,0.6192532696367539,1.0448746874774855
60,0.647044480843514,0.9486749147919553,0.6097798776073554,1.0691659364503683
61,0.6465916611349459,0.9449545900406203,0.5898578967323008,1.118841858561506
62,0.6502490508535189,0.9453019435521415,0.6093619353685182,1.0544101884684611
63,0.6499703925369866,0.9413404830625145,0.621900247237117,1.0129848147175975
64,0.6509108641930826,0.9372679099127592,0.6135413752695948,1.0532608477725196
65,0.6553345641072024,0.9372028395351378,0.6189746385075382,1.0408569429953074
66,0.655473893208374,0.9316129838458224,0.6203677881624281,1.0344643002932834
67,0.6538019436039958,0.9370615333925989,0.5933407620363629,1.1046512827430803
68,0.6526176460177353,0.9372096524027149,0.6160490374589703,1.078739676893372
69,0.6546727506679827,0.9292609331571196,0.6186960119869291,1.0440374784862871
70,0.6575638301557141,0.9246031606810656,0.6175814949974572,1.0608070760043626
71,0.6557525514574309,0.9273107796777664,0.5626915539662862,1.1777982509013303
72,0.656205371142123,0.9240378617426499,0.6198105285155404,1.052073069761709
73,0.6578076561336305,0.9239173815676343,0.6209250447369113,1.0321406725141191
74,0.661256052113247,0.9196617832095476,0.6207857307085057,1.0242916053717899
75,0.6568323522281936,0.9246111464203951,0.6143772614370916,1.0566565627904283
76,0.657912153008299,0.9186856491512804,0.60699358828289,1.0553656625993473
77,0.6611167229830092,0.9161078194896897,0.6313736392665155,1.0064607287190623
78,0.6578424884016567,0.9185792685111466,0.6232933933587418,1.030970507368599
79,0.6609425615286885,0.9118637292751919,0.6198105305126033,1.0429907760669275
80,0.6603852450284985,0.9159156026758493,0.6173028635610011,1.0412169043550785
81,0.6632763245162299,0.909479778555976,0.6308163771617044,1.032473223725545
82,0.6629280016345785,0.9112776903162897,0.6276121452911613,1.0181445746692186
83,0.6606987355777623,0.912401896998976,0.6238506490115038,1.0324643518506866
84,0.6621268591357107,0.9108924568249617,0.631512950376137,1.0082160025527798
85,0.6692326448193671,0.899937272316826,0.6273335166198691,1.0251364222506887
86,0.662997666205926,0.9112318884953091,0.6142379447971422,1.0708288292294925
87,0.664599951218195,0.9045049660075208,0.6184173831620168,1.0305007582472772
88,0.6664808944701783,0.900307874012867,0.6192532690222731,1.0448602422611
89,0.66547075833201,0.9011590432263686,0.6270548853370332,1.0244428669054484
90,0.6674561984233669,0.9018424281780322,0.6273335130866041,1.041793738443827
91,0.6703472778550418,0.8953116861683243,0.6241292816769216,1.0405594589783973
